age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
17~49,*,181087~311671,*,8~13,*,*,*, White, Male,0,0,17~60, United-States, <=50k
17~49,*,181087~311671,*,8~13,*,*,*, White, Male,0,0,17~60, United-States, >50k
17~49,*,181087~311671,*,8~13,*,*,*, White, Male,0,0,17~60, United-States, >50k
20~74, Private,50276~141657,*,7~13,*,*,*, White,*,0~27828,0~1573,35~40, United-States, >50k
20~74, Private,50276~141657,*,7~13,*,*,*, White,*,0~27828,0~1573,35~40, United-States, <=50k
20~74, Private,50276~141657,*,7~13,*,*,*, White,*,0~27828,0~1573,35~40, United-States, <=50k
20~74, Private,50276~141657,*,7~13,*,*,*, White,*,0~27828,0~1573,35~40, United-States, >50k
20~74, Private,50276~141657,*,7~13,*,*,*, White,*,0~27828,0~1573,35~40, United-States, >50k
30~58, Private,121111~298885,*,6~15,*,*,*,*,*,0,0~1740,32~40,*, <=50k
30~58, Private,121111~298885,*,6~15,*,*,*,*,*,0,0~1740,32~40,*, <=50k
30~58, Private,121111~298885,*,6~15,*,*,*,*,*,0,0~1740,32~40,*, <=50k
30~58, Private,121111~298885,*,6~15,*,*,*,*,*,0,0~1740,32~40,*, <=50k
30~58, Private,121111~298885,*,6~15,*,*,*,*,*,0,0~1740,32~40,*, <=50k
19~42,*,121972~387430,*,9~14,*,*,*,*, Male,0~15024,0,18~70, United-States, >50k
19~42,*,121972~387430,*,9~14,*,*,*,*, Male,0~15024,0,18~70, United-States, <=50k
19~42,*,121972~387430,*,9~14,*,*,*,*, Male,0~15024,0,18~70, United-States, <=50k
19~42,*,121972~387430,*,9~14,*,*,*,*, Male,0~15024,0,18~70, United-States, >50k
19~42,*,121972~387430,*,9~14,*,*,*,*, Male,0~15024,0,18~70, United-States, <=50k
27~54,*,104094~211032,*,1~10,*,*,*,*,*,0~41310,0,15~48,*, <=50k
27~54,*,104094~211032,*,1~10,*,*,*,*,*,0~41310,0,15~48,*, <=50k
27~54,*,104094~211032,*,1~10,*,*,*,*,*,0~41310,0,15~48,*, <=50k
27~54,*,104094~211032,*,1~10,*,*,*,*,*,0~41310,0,15~48,*, <=50k
27~54,*,104094~211032,*,1~10,*,*,*,*,*,0~41310,0,15~48,*, <=50k
17~80,*,161508~342730,*,4~10,*,*,*, White,*,0~594,0,10~52, United-States, <=50k
17~80,*,161508~342730,*,4~10,*,*,*, White,*,0~594,0,10~52, United-States, <=50k
17~80,*,161508~342730,*,4~10,*,*,*, White,*,0~594,0,10~52, United-States, <=50k
17~80,*,161508~342730,*,4~10,*,*,*, White,*,0~594,0,10~52, United-States, <=50k
17~80,*,161508~342730,*,4~10,*,*,*, White,*,0~594,0,10~52, United-States, <=50k
19~55, Private,129177~338376,*,9~13,*,*,*,*,*,0,0,30~40, United-States, <=50k
19~55, Private,129177~338376,*,9~13,*,*,*,*,*,0,0,30~40, United-States, >50k
19~55, Private,129177~338376,*,9~13,*,*,*,*,*,0,0,30~40, United-States, <=50k
19~55, Private,129177~338376,*,9~13,*,*,*,*,*,0,0,30~40, United-States, <=50k
19~55, Private,129177~338376,*,9~13,*,*,*,*,*,0,0,30~40, United-States, <=50k
20~60,*,145114~298155,*,9~10,*,*,*,*,*,0,0,24~48, United-States, <=50k
20~60,*,145114~298155,*,9~10,*,*,*,*,*,0,0,24~48, United-States, <=50k
20~60,*,145114~298155,*,9~10,*,*,*,*,*,0,0,24~48, United-States, <=50k
20~60,*,145114~298155,*,9~10,*,*,*,*,*,0,0,24~48, United-States, <=50k
20~60,*,145114~298155,*,9~10,*,*,*,*,*,0,0,24~48, United-States, <=50k
26~55,*,104719~191779,*,9~14,*,*,*, White,*,0~14084,0,40~60, United-States, <=50k
26~55,*,104719~191779,*,9~14,*,*,*, White,*,0~14084,0,40~60, United-States, <=50k
26~55,*,104719~191779,*,9~14,*,*,*, White,*,0~14084,0,40~60, United-States, >50k
26~55,*,104719~191779,*,9~14,*,*,*, White,*,0~14084,0,40~60, United-States, <=50k
26~55,*,104719~191779,*,9~14,*,*,*, White,*,0~14084,0,40~60, United-States, >50k
26~62, Private,51961~426001,*,6~9,*,*,*,*,*,0,0~1977,20~60,*, <=50k
26~62, Private,51961~426001,*,6~9,*,*,*,*,*,0,0~1977,20~60,*, >50k
26~62, Private,51961~426001,*,6~9,*,*,*,*,*,0,0~1977,20~60,*, <=50k
26~62, Private,51961~426001,*,6~9,*,*,*,*,*,0,0~1977,20~60,*, <=50k
26~62, Private,51961~426001,*,6~9,*,*,*,*,*,0,0~1977,20~60,*, <=50k
25~70,*,108510~181528,*,6~15,*,*,*, White,*,0~15024,0,17~65, United-States, <=50k
25~70,*,108510~181528,*,6~15,*,*,*, White,*,0~15024,0,17~65, United-States, <=50k
25~70,*,108510~181528,*,6~15,*,*,*, White,*,0~15024,0,17~65, United-States, <=50k
25~70,*,108510~181528,*,6~15,*,*,*, White,*,0~15024,0,17~65, United-States, <=50k
25~70,*,108510~181528,*,6~15,*,*,*, White,*,0~15024,0,17~65, United-States, >50k
22~67,*,116367~204470,*,6~14,*,*,*,*,*,0~4650,0,20~50, United-States, <=50k
22~67,*,116367~204470,*,6~14,*,*,*,*,*,0~4650,0,20~50, United-States, <=50k
22~67,*,116367~204470,*,6~14,*,*,*,*,*,0~4650,0,20~50, United-States, >50k
22~67,*,116367~204470,*,6~14,*,*,*,*,*,0~4650,0,20~50, United-States, <=50k
22~67,*,116367~204470,*,6~14,*,*,*,*,*,0~4650,0,20~50, United-States, <=50k
24~54,*,106297~246677,*,6~13,*,*,*, White,*,0,0~2559,35~90, United-States, <=50k
24~54,*,106297~246677,*,6~13,*,*,*, White,*,0,0~2559,35~90, United-States, <=50k
24~54,*,106297~246677,*,6~13,*,*,*, White,*,0,0~2559,35~90, United-States, <=50k
24~54,*,106297~246677,*,6~13,*,*,*, White,*,0,0~2559,35~90, United-States, <=50k
24~54,*,106297~246677,*,6~13,*,*,*, White,*,0,0~2559,35~90, United-States, >50k
26~43,*,49308~303051,*,9~14,*,*,*,*,*,0~15024,0,33~45, United-States, <=50k
26~43,*,49308~303051,*,9~14,*,*,*,*,*,0~15024,0,33~45, United-States, <=50k
26~43,*,49308~303051,*,9~14,*,*,*,*,*,0~15024,0,33~45, United-States, >50k
26~43,*,49308~303051,*,9~14,*,*,*,*,*,0~15024,0,33~45, United-States, <=50k
26~43,*,49308~303051,*,9~14,*,*,*,*,*,0~15024,0,33~45, United-States, <=50k
37~54,*,48063~246562,*,3~14,*,*,*, White,*,0~4650,0,40~55,*, <=50k
37~54,*,48063~246562,*,3~14,*,*,*, White,*,0~4650,0,40~55,*, >50k
37~54,*,48063~246562,*,3~14,*,*,*, White,*,0~4650,0,40~55,*, >50k
37~54,*,48063~246562,*,3~14,*,*,*, White,*,0~4650,0,40~55,*, >50k
37~54,*,48063~246562,*,3~14,*,*,*, White,*,0~4650,0,40~55,*, >50k
21~57,*,114967~464536,*,9~14,*,*,*, White, Male,0,0,40~60, United-States, <=50k
21~57,*,114967~464536,*,9~14,*,*,*, White, Male,0,0,40~60, United-States, >50k
21~57,*,114967~464536,*,9~14,*,*,*, White, Male,0,0,40~60, United-States, <=50k
21~57,*,114967~464536,*,9~14,*,*,*, White, Male,0,0,40~60, United-States, <=50k
21~57,*,114967~464536,*,9~14,*,*,*, White, Male,0,0,40~60, United-States, <=50k
31~50,*,162256~356689,*,9~15,*,*,*,*,*,0,0,40~75,*, <=50k
31~50,*,162256~356689,*,9~15,*,*,*,*,*,0,0,40~75,*, >50k
31~50,*,162256~356689,*,9~15,*,*,*,*,*,0,0,40~75,*, <=50k
31~50,*,162256~356689,*,9~15,*,*,*,*,*,0,0,40~75,*, <=50k
31~50,*,162256~356689,*,9~15,*,*,*,*,*,0,0,40~75,*, <=50k
20~39, Private,103605~316211,*,9~14,*,*,*, White,*,0~7688,0,10~45, United-States, <=50k
20~39, Private,103605~316211,*,9~14,*,*,*, White,*,0~7688,0,10~45, United-States, <=50k
20~39, Private,103605~316211,*,9~14,*,*,*, White,*,0~7688,0,10~45, United-States, <=50k
20~39, Private,103605~316211,*,9~14,*,*,*, White,*,0~7688,0,10~45, United-States, >50k
20~39, Private,103605~316211,*,9~14,*,*,*, White,*,0~7688,0,10~45, United-States, >50k
18~37, Private,33105~342824,*,6~13,*,*,*,*,*,0~1151,0,36~50,*, <=50k
18~37, Private,33105~342824,*,6~13,*,*,*,*,*,0~1151,0,36~50,*, <=50k
18~37, Private,33105~342824,*,6~13,*,*,*,*,*,0~1151,0,36~50,*, <=50k
18~37, Private,33105~342824,*,6~13,*,*,*,*,*,0~1151,0,36~50,*, <=50k
18~37, Private,33105~342824,*,6~13,*,*,*,*,*,0~1151,0,36~50,*, <=50k
25~66,*,106257~342768,*,7~12, Married-civ-spouse,*, Husband,*, Male,0,0,30~40, United-States, <=50k
25~66,*,106257~342768,*,7~12, Married-civ-spouse,*, Husband,*, Male,0,0,30~40, United-States, <=50k
25~66,*,106257~342768,*,7~12, Married-civ-spouse,*, Husband,*, Male,0,0,30~40, United-States, <=50k
25~66,*,106257~342768,*,7~12, Married-civ-spouse,*, Husband,*, Male,0,0,30~40, United-States, <=50k
25~66,*,106257~342768,*,7~12, Married-civ-spouse,*, Husband,*, Male,0,0,30~40, United-States, <=50k
29~61,*,134768~280344,*,9~13,*,*,*,*,*,0,0,13~55, United-States, <=50k
29~61,*,134768~280344,*,9~13,*,*,*,*,*,0,0,13~55, United-States, >50k
29~61,*,134768~280344,*,9~13,*,*,*,*,*,0,0,13~55, United-States, >50k
29~61,*,134768~280344,*,9~13,*,*,*,*,*,0,0,13~55, United-States, <=50k
29~61,*,134768~280344,*,9~13,*,*,*,*,*,0,0,13~55, United-States, <=50k
24~51,*,61307~325658,*,4~14,*,*,*,*,*,0~25236,0,38~50, United-States, <=50k
24~51,*,61307~325658,*,4~14,*,*,*,*,*,0~25236,0,38~50, United-States, <=50k
24~51,*,61307~325658,*,4~14,*,*,*,*,*,0~25236,0,38~50, United-States, <=50k
24~51,*,61307~325658,*,4~14,*,*,*,*,*,0~25236,0,38~50, United-States, >50k
24~51,*,61307~325658,*,4~14,*,*,*,*,*,0~25236,0,38~50, United-States, <=50k
20~49,*,126829~505980,*,9~14,*,*,*,*,*,0~99999,0,37~80,*, <=50k
20~49,*,126829~505980,*,9~14,*,*,*,*,*,0~99999,0,37~80,*, <=50k
20~49,*,126829~505980,*,9~14,*,*,*,*,*,0~99999,0,37~80,*, <=50k
20~49,*,126829~505980,*,9~14,*,*,*,*,*,0~99999,0,37~80,*, >50k
20~49,*,126829~505980,*,9~14,*,*,*,*,*,0~99999,0,37~80,*, <=50k
22~63,*,82743~321758,*,6~13,*,*,*, White,*,0,0,10~55,*, <=50k
22~63,*,82743~321758,*,6~13,*,*,*, White,*,0,0,10~55,*, <=50k
22~63,*,82743~321758,*,6~13,*,*,*, White,*,0,0,10~55,*, >50k
22~63,*,82743~321758,*,6~13,*,*,*, White,*,0,0,10~55,*, <=50k
22~63,*,82743~321758,*,6~13,*,*,*, White,*,0,0,10~55,*, >50k
23~49,*,128220~188069,*,4~14,*,*,*, White,*,0~27828,0,20~55,*, <=50k
23~49,*,128220~188069,*,4~14,*,*,*, White,*,0~27828,0,20~55,*, <=50k
23~49,*,128220~188069,*,4~14,*,*,*, White,*,0~27828,0,20~55,*, >50k
23~49,*,128220~188069,*,4~14,*,*,*, White,*,0~27828,0,20~55,*, <=50k
23~49,*,128220~188069,*,4~14,*,*,*, White,*,0~27828,0,20~55,*, >50k
21~44,*,91811~203924,*,9~13,*,*,*, White, Male,0~2597,0~2205,35~45, United-States, <=50k
21~44,*,91811~203924,*,9~13,*,*,*, White, Male,0~2597,0~2205,35~45, United-States, >50k
21~44,*,91811~203924,*,9~13,*,*,*, White, Male,0~2597,0~2205,35~45, United-States, <=50k
21~44,*,91811~203924,*,9~13,*,*,*, White, Male,0~2597,0~2205,35~45, United-States, <=50k
21~44,*,91811~203924,*,9~13,*,*,*, White, Male,0~2597,0~2205,35~45, United-States, <=50k
17~75,*,132972~454614,*,5~9,*,*,*,*,*,0~2346,0~1672,8~40, United-States, <=50k
17~75,*,132972~454614,*,5~9,*,*,*,*,*,0~2346,0~1672,8~40, United-States, <=50k
17~75,*,132972~454614,*,5~9,*,*,*,*,*,0~2346,0~1672,8~40, United-States, <=50k
17~75,*,132972~454614,*,5~9,*,*,*,*,*,0~2346,0~1672,8~40, United-States, <=50k
17~75,*,132972~454614,*,5~9,*,*,*,*,*,0~2346,0~1672,8~40, United-States, <=50k
26~48,*,110442~246891,*,9~14,*,*,*,*,*,0,0,45~50,*, >50k
26~48,*,110442~246891,*,9~14,*,*,*,*,*,0,0,45~50,*, >50k
26~48,*,110442~246891,*,9~14,*,*,*,*,*,0,0,45~50,*, >50k
26~48,*,110442~246891,*,9~14,*,*,*,*,*,0,0,45~50,*, <=50k
26~48,*,110442~246891,*,9~14,*,*,*,*,*,0,0,45~50,*, <=50k
25~43,*,55363~260696,*,6~13,*,*,*, White,*,0,0,40~55, United-States, <=50k
25~43,*,55363~260696,*,6~13,*,*,*, White,*,0,0,40~55, United-States, <=50k
25~43,*,55363~260696,*,6~13,*,*,*, White,*,0,0,40~55, United-States, <=50k
25~43,*,55363~260696,*,6~13,*,*,*, White,*,0,0,40~55, United-States, <=50k
25~43,*,55363~260696,*,6~13,*,*,*, White,*,0,0,40~55, United-States, >50k
21~55,*,116878~357954,*,9~16,*,*,*,*,*,0~15024,0,20~50,*, >50k
21~55,*,116878~357954,*,9~16,*,*,*,*,*,0~15024,0,20~50,*, <=50k
21~55,*,116878~357954,*,9~16,*,*,*,*,*,0~15024,0,20~50,*, <=50k
21~55,*,116878~357954,*,9~16,*,*,*,*,*,0~15024,0,20~50,*, <=50k
21~55,*,116878~357954,*,9~16,*,*,*,*,*,0~15024,0,20~50,*, <=50k
21~49,*,55743~167761,*,9~13,*,*,*,*,*,0,0~1504,30~52, United-States, >50k
21~49,*,55743~167761,*,9~13,*,*,*,*,*,0,0~1504,30~52, United-States, <=50k
21~49,*,55743~167761,*,9~13,*,*,*,*,*,0,0~1504,30~52, United-States, >50k
21~49,*,55743~167761,*,9~13,*,*,*,*,*,0,0~1504,30~52, United-States, <=50k
21~49,*,55743~167761,*,9~13,*,*,*,*,*,0,0~1504,30~52, United-States, <=50k
19~61,*,116385~301867,*,7~11,*,*,*,*,*,0,0,40~63,*, <=50k
19~61,*,116385~301867,*,7~11,*,*,*,*,*,0,0,40~63,*, <=50k
19~61,*,116385~301867,*,7~11,*,*,*,*,*,0,0,40~63,*, <=50k
19~61,*,116385~301867,*,7~11,*,*,*,*,*,0,0,40~63,*, >50k
19~61,*,116385~301867,*,7~11,*,*,*,*,*,0,0,40~63,*, <=50k
26~64,*,110171~183513,*,9~13,*,*,*, White,*,0,0,25~60, United-States, <=50k
26~64,*,110171~183513,*,9~13,*,*,*, White,*,0,0,25~60, United-States, <=50k
26~64,*,110171~183513,*,9~13,*,*,*, White,*,0,0,25~60, United-States, >50k
26~64,*,110171~183513,*,9~13,*,*,*, White,*,0,0,25~60, United-States, >50k
26~64,*,110171~183513,*,9~13,*,*,*, White,*,0,0,25~60, United-States, <=50k
33~51,*,39609~359259,*,7~14,*,*,*,*,*,0,0~1902,40~50,*, >50k
33~51,*,39609~359259,*,7~14,*,*,*,*,*,0,0~1902,40~50,*, <=50k
33~51,*,39609~359259,*,7~14,*,*,*,*,*,0,0~1902,40~50,*, <=50k
33~51,*,39609~359259,*,7~14,*,*,*,*,*,0,0~1902,40~50,*, <=50k
33~51,*,39609~359259,*,7~14,*,*,*,*,*,0,0~1902,40~50,*, >50k
23~41,*,44064~192702,*,7~14,*,*,*,*,*,0,0~2559,25~60,*, >50k
23~41,*,44064~192702,*,7~14,*,*,*,*,*,0,0~2559,25~60,*, <=50k
23~41,*,44064~192702,*,7~14,*,*,*,*,*,0,0~2559,25~60,*, <=50k
23~41,*,44064~192702,*,7~14,*,*,*,*,*,0,0~2559,25~60,*, <=50k
23~41,*,44064~192702,*,7~14,*,*,*,*,*,0,0~2559,25~60,*, <=50k
22~77,*,40444~290504,*,4~10,*,*,*, White,*,0,0~1504,20~45,*, <=50k
22~77,*,40444~290504,*,4~10,*,*,*, White,*,0,0~1504,20~45,*, <=50k
22~77,*,40444~290504,*,4~10,*,*,*, White,*,0,0~1504,20~45,*, <=50k
22~77,*,40444~290504,*,4~10,*,*,*, White,*,0,0~1504,20~45,*, <=50k
22~77,*,40444~290504,*,4~10,*,*,*, White,*,0,0~1504,20~45,*, >50k
19~66,*,111275~284021,*,9~14,*,*,*,*,*,0~25236,0,35~42, United-States, <=50k
19~66,*,111275~284021,*,9~14,*,*,*,*,*,0~25236,0,35~42, United-States, <=50k
19~66,*,111275~284021,*,9~14,*,*,*,*,*,0~25236,0,35~42, United-States, <=50k
19~66,*,111275~284021,*,9~14,*,*,*,*,*,0~25236,0,35~42, United-States, <=50k
19~66,*,111275~284021,*,9~14,*,*,*,*,*,0~25236,0,35~42, United-States, >50k
19~43, Private,38294~313022,*,9~13,*,*,*,*, Male,0~15024,0,40~50, United-States, <=50k
19~43, Private,38294~313022,*,9~13,*,*,*,*, Male,0~15024,0,40~50, United-States, <=50k
19~43, Private,38294~313022,*,9~13,*,*,*,*, Male,0~15024,0,40~50, United-States, >50k
19~43, Private,38294~313022,*,9~13,*,*,*,*, Male,0~15024,0,40~50, United-States, >50k
19~43, Private,38294~313022,*,9~13,*,*,*,*, Male,0~15024,0,40~50, United-States, <=50k
23~62,*,153372~406603,*,4~10,*,*,*,*,*,0,0,6~50,*, <=50k
23~62,*,153372~406603,*,4~10,*,*,*,*,*,0,0,6~50,*, <=50k
23~62,*,153372~406603,*,4~10,*,*,*,*,*,0,0,6~50,*, >50k
23~62,*,153372~406603,*,4~10,*,*,*,*,*,0,0,6~50,*, <=50k
23~62,*,153372~406603,*,4~10,*,*,*,*,*,0,0,6~50,*, <=50k
29~48, Private,127111~314310,*,9~14, Married-civ-spouse,*, Husband, White, Male,0,0,40~55,*, >50k
29~48, Private,127111~314310,*,9~14, Married-civ-spouse,*, Husband, White, Male,0,0,40~55,*, <=50k
29~48, Private,127111~314310,*,9~14, Married-civ-spouse,*, Husband, White, Male,0,0,40~55,*, >50k
29~48, Private,127111~314310,*,9~14, Married-civ-spouse,*, Husband, White, Male,0,0,40~55,*, >50k
29~48, Private,127111~314310,*,9~14, Married-civ-spouse,*, Husband, White, Male,0,0,40~55,*, <=50k
19~66,*,75134~221955,*,5~14,*,*,*, White,*,0,0,25~50,*, <=50k
19~66,*,75134~221955,*,5~14,*,*,*, White,*,0,0,25~50,*, <=50k
19~66,*,75134~221955,*,5~14,*,*,*, White,*,0,0,25~50,*, <=50k
19~66,*,75134~221955,*,5~14,*,*,*, White,*,0,0,25~50,*, >50k
19~66,*,75134~221955,*,5~14,*,*,*, White,*,0,0,25~50,*, <=50k
26~43,*,183096~336951,*,3~10,*,*,*,*,*,0,0,10~99,*, <=50k
26~43,*,183096~336951,*,3~10,*,*,*,*,*,0,0,10~99,*, <=50k
26~43,*,183096~336951,*,3~10,*,*,*,*,*,0,0,10~99,*, <=50k
26~43,*,183096~336951,*,3~10,*,*,*,*,*,0,0,10~99,*, <=50k
26~43,*,183096~336951,*,3~10,*,*,*,*,*,0,0,10~99,*, <=50k
38~90,*,70720~473748,*,7~14,*,*,*, White,*,0~27828,0,25~60, United-States, >50k
38~90,*,70720~473748,*,7~14,*,*,*, White,*,0~27828,0,25~60, United-States, <=50k
38~90,*,70720~473748,*,7~14,*,*,*, White,*,0~27828,0,25~60, United-States, <=50k
38~90,*,70720~473748,*,7~14,*,*,*, White,*,0~27828,0,25~60, United-States, <=50k
38~90,*,70720~473748,*,7~14,*,*,*, White,*,0~27828,0,25~60, United-States, >50k
20~49, Private,120910~227554,*,7~10,*,*,*,*,*,0,0,15~75, United-States, <=50k
20~49, Private,120910~227554,*,7~10,*,*,*,*,*,0,0,15~75, United-States, <=50k
20~49, Private,120910~227554,*,7~10,*,*,*,*,*,0,0,15~75, United-States, <=50k
20~49, Private,120910~227554,*,7~10,*,*,*,*,*,0,0,15~75, United-States, <=50k
20~49, Private,120910~227554,*,7~10,*,*,*,*,*,0,0,15~75, United-States, <=50k
24~57, Private,110015~258120,*,11~13,*,*,*,*,*,0~4508,0,40~55,*, <=50k
24~57, Private,110015~258120,*,11~13,*,*,*,*,*,0~4508,0,40~55,*, <=50k
24~57, Private,110015~258120,*,11~13,*,*,*,*,*,0~4508,0,40~55,*, >50k
24~57, Private,110015~258120,*,11~13,*,*,*,*,*,0~4508,0,40~55,*, <=50k
24~57, Private,110015~258120,*,11~13,*,*,*,*,*,0~4508,0,40~55,*, <=50k
18~54,*,43206~221172,*,9~16,*,*,*, White,*,0,0~1977,6~65, United-States, <=50k
18~54,*,43206~221172,*,9~16,*,*,*, White,*,0,0~1977,6~65, United-States, >50k
18~54,*,43206~221172,*,9~16,*,*,*, White,*,0,0~1977,6~65, United-States, <=50k
18~54,*,43206~221172,*,9~16,*,*,*, White,*,0,0~1977,6~65, United-States, >50k
18~54,*,43206~221172,*,9~16,*,*,*, White,*,0,0~1977,6~65, United-States, <=50k
19~58,*,131615~353824,*,9~13,*,*,*, White, Male,0,0,40~45, United-States, <=50k
19~58,*,131615~353824,*,9~13,*,*,*, White, Male,0,0,40~45, United-States, <=50k
19~58,*,131615~353824,*,9~13,*,*,*, White, Male,0,0,40~45, United-States, <=50k
19~58,*,131615~353824,*,9~13,*,*,*, White, Male,0,0,40~45, United-States, <=50k
19~58,*,131615~353824,*,9~13,*,*,*, White, Male,0,0,40~45, United-States, <=50k
21~52,*,169003~506858,*,8~14,*,*,*,*,*,0,0,25~70, United-States, <=50k
21~52,*,169003~506858,*,8~14,*,*,*,*,*,0,0,25~70, United-States, <=50k
21~52,*,169003~506858,*,8~14,*,*,*,*,*,0,0,25~70, United-States, >50k
21~52,*,169003~506858,*,8~14,*,*,*,*,*,0,0,25~70, United-States, >50k
21~52,*,169003~506858,*,8~14,*,*,*,*,*,0,0,25~70, United-States, <=50k
29~49, Private,31670~265535,*,7~10,*,*,*,*,*,0,0,35~65,*, <=50k
29~49, Private,31670~265535,*,7~10,*,*,*,*,*,0,0,35~65,*, >50k
29~49, Private,31670~265535,*,7~10,*,*,*,*,*,0,0,35~65,*, <=50k
29~49, Private,31670~265535,*,7~10,*,*,*,*,*,0,0,35~65,*, <=50k
29~49, Private,31670~265535,*,7~10,*,*,*,*,*,0,0,35~65,*, >50k
18~47,*,118941~276087,*,9~13,*,*,*, White,*,0~5013,0,20~50, United-States, <=50k
18~47,*,118941~276087,*,9~13,*,*,*, White,*,0~5013,0,20~50, United-States, <=50k
18~47,*,118941~276087,*,9~13,*,*,*, White,*,0~5013,0,20~50, United-States, >50k
18~47,*,118941~276087,*,9~13,*,*,*, White,*,0~5013,0,20~50, United-States, <=50k
18~47,*,118941~276087,*,9~13,*,*,*, White,*,0~5013,0,20~50, United-States, >50k
18~51,*,177907~434102,*,9~13,*,*,*, White,*,0~4386,0~1902,35~40, United-States, >50k
18~51,*,177907~434102,*,9~13,*,*,*, White,*,0~4386,0~1902,35~40, United-States, <=50k
18~51,*,177907~434102,*,9~13,*,*,*, White,*,0~4386,0~1902,35~40, United-States, <=50k
18~51,*,177907~434102,*,9~13,*,*,*, White,*,0~4386,0~1902,35~40, United-States, >50k
18~51,*,177907~434102,*,9~13,*,*,*, White,*,0~4386,0~1902,35~40, United-States, >50k
19~58, Private,27433~263130,*,7~14,*,*,*, White,*,0,0~1902,35~48, United-States, <=50k
19~58, Private,27433~263130,*,7~14,*,*,*, White,*,0,0~1902,35~48, United-States, <=50k
19~58, Private,27433~263130,*,7~14,*,*,*, White,*,0,0~1902,35~48, United-States, <=50k
19~58, Private,27433~263130,*,7~14,*,*,*, White,*,0,0~1902,35~48, United-States, >50k
19~58, Private,27433~263130,*,7~14,*,*,*, White,*,0,0~1902,35~48, United-States, <=50k
26~40, Private,111128~393945,*,9~12,*,*,*,*,*,0,0,16~60,*, <=50k
26~40, Private,111128~393945,*,9~12,*,*,*,*,*,0,0,16~60,*, <=50k
26~40, Private,111128~393945,*,9~12,*,*,*,*,*,0,0,16~60,*, <=50k
26~40, Private,111128~393945,*,9~12,*,*,*,*,*,0,0,16~60,*, <=50k
26~40, Private,111128~393945,*,9~12,*,*,*,*,*,0,0,16~60,*, >50k
25~63,*,113364~310864,*,9~13,*,*,*,*,*,0,0,16~45,*, <=50k
25~63,*,113364~310864,*,9~13,*,*,*,*,*,0,0,16~45,*, >50k
25~63,*,113364~310864,*,9~13,*,*,*,*,*,0,0,16~45,*, <=50k
25~63,*,113364~310864,*,9~13,*,*,*,*,*,0,0,16~45,*, <=50k
25~63,*,113364~310864,*,9~13,*,*,*,*,*,0,0,16~45,*, <=50k
19~34,*,115488~283945,*,6~11,*,*,*, White, Male,0,0,25~66, United-States, <=50k
19~34,*,115488~283945,*,6~11,*,*,*, White, Male,0,0,25~66, United-States, <=50k
19~34,*,115488~283945,*,6~11,*,*,*, White, Male,0,0,25~66, United-States, <=50k
19~34,*,115488~283945,*,6~11,*,*,*, White, Male,0,0,25~66, United-States, <=50k
19~34,*,115488~283945,*,6~11,*,*,*, White, Male,0,0,25~66, United-States, <=50k
21~60,*,151835~454989,*,6~13,*,*,*, White,*,0,0,14~60, United-States, >50k
21~60,*,151835~454989,*,6~13,*,*,*, White,*,0,0,14~60, United-States, <=50k
21~60,*,151835~454989,*,6~13,*,*,*, White,*,0,0,14~60, United-States, <=50k
21~60,*,151835~454989,*,6~13,*,*,*, White,*,0,0,14~60, United-States, >50k
21~60,*,151835~454989,*,6~13,*,*,*, White,*,0,0,14~60, United-States, <=50k
19~42, Private,61487~358373,*,9~13,*,*,*,*,*,0,0,14~90, United-States, <=50k
19~42, Private,61487~358373,*,9~13,*,*,*,*,*,0,0,14~90, United-States, <=50k
19~42, Private,61487~358373,*,9~13,*,*,*,*,*,0,0,14~90, United-States, <=50k
19~42, Private,61487~358373,*,9~13,*,*,*,*,*,0,0,14~90, United-States, <=50k
19~42, Private,61487~358373,*,9~13,*,*,*,*,*,0,0,14~90, United-States, <=50k
22~57, Private,48358~375868,*,9~14,*,*,*, White,*,0,0,25~65, United-States, <=50k
22~57, Private,48358~375868,*,9~14,*,*,*, White,*,0,0,25~65, United-States, >50k
22~57, Private,48358~375868,*,9~14,*,*,*, White,*,0,0,25~65, United-States, <=50k
22~57, Private,48358~375868,*,9~14,*,*,*, White,*,0,0,25~65, United-States, <=50k
22~57, Private,48358~375868,*,9~14,*,*,*, White,*,0,0,25~65, United-States, <=50k
24~56,*,33975~537222,*,4~13,*,*,*, White, Male,0,0,36~50, United-States, <=50k
24~56,*,33975~537222,*,4~13,*,*,*, White, Male,0,0,36~50, United-States, <=50k
24~56,*,33975~537222,*,4~13,*,*,*, White, Male,0,0,36~50, United-States, >50k
24~56,*,33975~537222,*,4~13,*,*,*, White, Male,0,0,36~50, United-States, <=50k
24~56,*,33975~537222,*,4~13,*,*,*, White, Male,0,0,36~50, United-States, <=50k
25~51,*,114508~300829,*,5~16,*,*,*,*,*,0~5455,0,40~60, United-States, <=50k
25~51,*,114508~300829,*,5~16,*,*,*,*,*,0~5455,0,40~60, United-States, <=50k
25~51,*,114508~300829,*,5~16,*,*,*,*,*,0~5455,0,40~60, United-States, >50k
25~51,*,114508~300829,*,5~16,*,*,*,*,*,0~5455,0,40~60, United-States, <=50k
25~51,*,114508~300829,*,5~16,*,*,*,*,*,0~5455,0,40~60, United-States, <=50k
22~61, Private,76893~361138,*,8~13,*,*,*,*, Male,0~15024,0,40~50,*, <=50k
